title,text,type,zip,sourceUrl
Gatley Community Help Group,A group set up to try to help those vulnerable or in isolation meet their needs,network,M22,https://www.facebook.com/groups/2572462059740024/
Marple Covid19 Mutual Aid Group,This group provides a space to co ordinate community help for our most vulnerable residents. Please remember that the group comprises residents of Marple and surrounding villages as well as our approved volunteers. Mutual Aid group provides assistance by approved volunteers only for requests made by telephone (0161 531 2230) or email (cvmarple@gmail.com),network,SK2,https://www.facebook.com/groups/345647879687508/
Marple & New Mills Essentials Help,"If you need anything urgently during our current situation, post on here and see if anyone can help.",network,SK2,https://www.facebook.com/groups/marpleessentials/
Cambridgeshire COVID Community Fridge & Pantry,"Hello! Following @Ally Barrett's suggestion in the mutual aid group, this group is to reduce food waste & also give it to people who are lacking food amidst the panic shopping!",network,CB1,https://www.facebook.com/groups/634251467421975/
Offerton & Great Moor COVID-19 community group,This is a group to help our local community organise support for vulnerable people or those self isolating.,network,SK2,https://www.facebook.com/groups/542551049700420/
Reddish Covid-19 virus - self isolation neighbourhood outreach,"This is a new group for the Reddish Community, to join together & help each other during the Covid-19 outbreak..",network,SK5,https://www.facebook.com/groups/210683900174179/
Chorlton Coronavirus Community Response,Hello! Thank you for joining this group. The aim of this group is to help people in Chorlton to set up hyper local reciprocal networks to support each other and also to identify anyone locally who might be more at risk/need additional support.,network,M16 8AT,https://www.facebook.com/groups/2601470623444655?tsid=0.7880589416435868&source=result
"Didsbury, Withington and Burnage COVID-19 Community help","Supporting Didsbury, Withington and Burnage during the COVID19 outbreak. Lets come together as a community to help our neighbours and the vulnerable that cannot get food, medications etc. If you can volunteer to help it would be appreciated, Thankyou.",network,M19,https://www.facebook.com/groups/138973914166677/
County Durham Covid-19 Mutual Aid,This is a group for those that live and/or work in County Durham to help each other out over the coming weeks and months.,network,DH1,https://www.facebook.com/groups/1821040734696569/
Durham City Mutal Aid (Covid 19),"mutual aid network for Durham, UK",network,DH1,https://www.facebook.com/groups/210070826905836/
North Tyneside Covid 19 Mutual Aid,This is a group for those that live and/or work in North Tyneside to help each other out over the coming weeks and months,network,NE25,https://www.facebook.com/groups/153611229127158/
Covid 19 mutual aid goup Dartford,Group for everyone in Dartford to help and support each other through any difficulties caused by Corona Virus,network,BR8,https://www.facebook.com/groups/235451560828027/
Dundee COVID-19 Mutual Aid Group,"This group is for people in the Dundee area to support each other, especially in doing things like food shopping for elderly and vulnerable people.",network,DD1,https://www.facebook.com/groups/2259913884303722/
Derby COVID-19 Mutual Aid,A group where people in Derby can ask for help if they are sick or in isolation.,network,DE1,https://www.facebook.com/groups/245927573116545/
Highworth Covid 19 Mutual Aid,"mutual aid network for Highworth, UK",network,SN6,https://www.facebook.com/groups/207589316973214/?fref=gs&dti=438152990190431&hc_location=group
Swindon Mutual AId,"This group is for people who want to help each other. The idea is simple. If you have something to offer other people, tell them about it here. A sofa to sleep on for the night, clothes that need a new home, food to share, time to volunteer?",network,SN1,https://www.facebook.com/groups/438152990190431/
Nottingham Covid-19 Mutual Aid,Nottingham Covid-19 Mutual Aid is an apolitical Facebook group to seek and offer support during this coronavirus outbreak. This group is also an open forum for people to discuss anything related.,network,NG1,https://www.facebook.com/groups/2561302757529545/
Beeston Chilwell Area Mutual Aid Group,"This group is to enable people living in the Attenborough, Beeston, Chilwell and nearby areas to offer or ask for help and support during the current public health crisis. As such the community can come together so that we can all help each other.",network,NG9,https://www.facebook.com/groups/262907364704981/
Glagow Mutual Aid Group,"Glasgow Mutual Aid is a group for those in Glasgow wishing to help others by providing food and other services to those in need. We formed in response to the COVID-19 outbreak and are trying our best to safely support those who are self-isolating, quarantined, or otherwise vulnerable.",network,G1,https://www.facebook.com/groups/247622986269652/
Isolation help Northumberland,This group is incase people need help with collecting supplies if the coronavirus causes isolation.. post in the group of you need help and one of the volunteers will get back to you and discuss how to get things to you..,network,NE65,https://www.facebook.com/groups/1291925947851783/
Chester COVID-19 Mutual Aid,"This is a community group where volunteers AND people needing essential support at this time, can come together, to help bring resources to people in need during this time of crisis.",network,CH1,https://www.facebook.com/groups/235679997602200/
Skelmersdale Covid-19 Mutual Support,"mutual aid network for Skelmersdale, UK",network,L40,https://www.facebook.com/groups/199164661403529/?ref=share
Leeds Covid-19 Mutual Aid and Solidarity Group,Leeds Covid 19 Mutual Aid Group is a collection of groups & individuals in Leeds who want to use mutual aid to help people with such things as solidarity with rent strikes and supporting people resist eviction etc. We aim to compliment voluntary services,network,LS1,https://www.facebook.com/pg/LeedsMutualAidSolidarity/about/?ref=page_internal
Cardiff Covid-19 Mutual Aid Network,This is a network for Cardiff residents looking to help each other out during the Covid-19/coronavirus pandemic.,network,CF10,https://www.facebook.com/groups/505064553776232/
Northampton Covid-19 Mutual Aid,"This group is for Northampton UK residents looking to help each other during COVID-19. We are building a network of volunteers looking to help people access food, complete errands etc - particularly those who are elderly, disabled and/or immunocompromised",network,NN1,https://www.facebook.com/groups/552301498730165/
Northampton Mutual Aid Website,"list of mutual aid groups active around Northampton and Northamptonshire, UK",network,NN1,https://northamptonmutualaid.group/
Ruddington COVID-19 UK Mutual Aid,"A group for the people of Ruddington to ask for support if they are ill, need to self-isolate or just to make contact with others.",network,NG11,https://www.facebook.com/groups/892154851236247/
Doncaster Covid-19 Mutual Aid Group,This is a group for those that live and/or work in Doncaster to help each other out over the coming weeks and months. Please add any friends who may be interested.,network,DN1,https://www.facebook.com/groups/546148179338210/
Stirling's towns and villages Covid-19 help,"This group is for people in the Striling Council area to support each other, especially in doing things like food shopping for elderly and vulnerable people.",network,FK7,https://www.facebook.com/groups/1047331348981024/
Stirling Pulling Together,This group has been set up in the hope that we can come together as a community for those that are most vulnerable during the Covid-19 outbreak.,network,FK7,https://www.facebook.com/groups/2549927025254514/?epa=SEARCH_BOX
Worcester(shire) Coronavirus Mutual Aid Group,A space to support. A safe space for those needing support and those able to offer it.,network,WR1,https://www.facebook.com/groups/2744336948954458/
Reading Mutual Aid,"This group is for people who want to help each other. The idea is simple. If you have something to offer other people, tell them about it here. ",network,RG1,https://www.facebook.com/groups/2506572852996203/
Middlesborough Covid-19 Mutual Aid Group,Given there are likely to be a lot of people struggling with various things over the next few weeks this group is to offer help and services from local people and businesses and for those who also need help to be able to reach out to people here also.,network,TS1,https://www.facebook.com/groups/634409224009003/
Coronavirus Isolation Support in Scarborough UK ,"This group is for people who need help and/or those who can offer help. Please do not feel you have to be able to offer help, if your circumstances are difficult, to ask for help. Scarborough *and surrounding areas*",network,YO11,https://www.facebook.com/groups/200102201218148/
Covid-19 Mutual Aid Penzance,"A place to offer (or request) community support during the Covid-19 pandemic, for those self isolating or otherwise affected ",network,TR18,https://www.facebook.com/groups/521094195485619/
HEART - Hastings Emergency Action Response Team,HEART - Hastings Emergency Action Response team is a group of volunteers who are willing to be called on to assist people who may require support and can't get out during the current Coronavirus crisis. ,network,TN34,https://www.facebook.com/groups/1294180254304173/
Lewes Coronavirus Volunteers,Lewes Coronavirus Volunteers is a volunteer run civic response group aiming to provide support to our community through the Covid-19 outbreak. Our key aim is to link those who would like help or support with those who are in a position to offer help or support.,network,BN7,https://www.facebook.com/groups/209934763457068/?ref=share
Lewes Covid-19 Mutual Aid,"mutual aid network for Lewes, UK",network,BN7,https://www.facebook.com/groups/2285298271778623/
Devon COVID-19 Mutual Aid,"Group of Devon folk trying to get some support in place for those affected by COVID-19 (coronavirus), especially the elderly and those in rural, isolated areas. We need all the help we can get!",network,EX16,https://www.facebook.com/groups/205911010658131/about/
Torbay Help Hub,"The purpose of the Torbay Help Hub is to provide a place for those who may require assistance during the Covid-19 outbreak, to ask for it. It's also a place for individuals and businesses to offer support.",network,TQ1,https://www.facebook.com/groups/262909191385561/
Totnes Help Hub (Constituency),"This group has been created with the aim of helping the community support one another during the outbreak of Covid-19. If you need help, please use this page to ask for it.",network,TQ1,https://www.facebook.com/groups/2687973224757857/
Wolverhampton COVID-19 Mutual Aid,"a collection of reliable, vetted coronavirus-related resources and information to share. ",network,DY3,https://www.facebook.com/groups/WolvesCOVID19MutualAid/learning_content/
Barnsley Covid 19 mutual aid network,"Mutual aid network for Barnsley, UK",network,S70,https://www.facebook.com/Barnsley-Covid-19-mutual-aid-network-108412714119729/
St Helens Covid-19 Mutual Aid Group,community help group aiming to safely help people self isolating during this pandemic and protect the most at risk people in our town.,network,L34,https://www.facebook.com/St-Helens-Covid-19-Mutual-Aid-Group-101025568204828/
Beaconsfield Covid-19 Mutual Aid,"We are a group of Beaconsfield residents who are coming together during a time where, due to concern about getting ill, some people are experiencing difficulty in accessing what they need.",network,HP10,https://www.facebook.com/groups/2275940892702097
Forest of Dean Covid-19 Mutual Aid Group,"this group is for anyone who lives in or has links with the Forest of Dean (eg relatives or loved ones here). It is aimed at practically responding - calmly and without panic - to the needs of the population in the extraordinary situation we are in, of a COVID-19 pandemic.",network,GL14,https://www.facebook.com/groups/228069014997323/
"Covid-19 Mutual aid group SD & HK, Sutton at Hone & Hawley",A group for anyone who may be able to help or anyone who may need to self isolate for any reason.,network,DA4,https://www.facebook.com/groups/1073158633063010/
Bexley Borough Covid-19 Mutual Aid Group,"The official Bexley Borough Covid-19 Mutual Aid Group, collaborating with local community groups and businesses to bring the community together for help and support.",network,DA14,https://www.facebook.com/groups/2583388498570628/
Kent Covid-19 Mutual Aid,a Covid-19 Mutual Aid Support Group for those who are most at risk in #Kent and may need support.,network,BR6,https://www.facebook.com/groups/1093009801049456/
Haslingden and Helmshore Mutual Aid (COVID -19 Support),A community group to support each other whilst we deal with Covid-19. People who need help can connect with those offering help in Haslingden and Helmshore.,network,BB4,https://www.facebook.com/groups/2565255683745670/
"COVID-19 MUTUAL AID GROUP Goxhill, Barrow, NH & all Ferry Ward villages","A mutual aid group set up for the communities of Ferry Ward, North Lincolnshire to offer and receive help during the Corona Virus (COVID-19) outbreak. ",network,DN18,https://www.facebook.com/groups/686862118788608/
Mutual aid Oakdale & Blackwood,This is a mutual aid group for the Blackwood/Oakdale and surrounding areas. A place to ask for and offer support.,network,NP12 0DY,https://www.facebook.com/groups/783307942178825/
Hydnburn/Huncoat And Altham COVID19 Mutual Aid - Official Group,"The aim of the group is to provide support for these in Hyndburn, inc Altham and Huncoat / Padiham and extending to Read and Simonstone and surrounding areas during the Covis 19 crisis..",network,BB1,https://www.facebook.com/groups/510876136491904/
Portsmouth-Covid19 Helping Hands,"This group is for people who want to help & who needs help during this challenging time. It could be elderly that can’t get out and need shopping, the ones with a suppressed immune system, the mum that may need some nappies but is having to self isolate or even just sharing basic stuff.!! We could use this group for people to post if they need anything & volunteers can help based on availability.",network,PO1,https://www.facebook.com/groups/HelpingHandsPortsmouthCovid19/
Portsmouth Coronavirus Support Group,This group has been set up to build an informal network of volunteers who can support those who are self-isolating because of Coronavirus or are at risk group in Portsmouth.,network,PO1,https://www.facebook.com/groups/203940460951601/
Covid-19 Southport Support Group,"We are people across Southport, just neighbours and helpers, trying to make sure everyone is connected, during this lockdown period.",network,PR8,https://www.facebook.com/groups/200618958018826/
Hucknall Community Care - Coronavirus,Hucknall Community Care - Coronavirus is an apolitical supportive Facebook group to seek and offer support during this coronavirus outbreak. This group is also an open forum for people to discuss anything related.,network,NG15,https://www.facebook.com/groups/211903236587837/
Machynlleth Corona Community Response,Community support for people in Machynlleth and the surrounding area through the Covid-19 pandemic.,network,SY20,https://www.facebook.com/MachCoronaResponse/
Corris Corona-virus Community Group,A Facebook page dedicated to us lot in Corris looking out for and after one another during the Covid-19 outbreak.,network,SY20,https://www.facebook.com/groups/491266668424867/
Chichester Covid-19 Mutual Aid UK,Mutual aid network for Chichester UK,network,PO18,https://www.facebook.com/groups/227040988686030/
Aberdeen City Mutual Aid,This a mutual aid group to help with all those affected by the COVID-19 outbreak in Aberdeen City. It is run solely by volunteers who aim to provide support to those most vulnerable and/or in isolation,network,AB10,https://www.facebook.com/groups/2550692921870646/
Aberdeenshire Mutual Aid,"This group is intended to help people help each other during the coronavirus pandemic and beyond. By doing so, we are able to protect our most vulnerable and demonstrate solidarity.",network,AB1,https://www.facebook.com/groups/aberdeenshire.mutual.aid/
A Labour of Love,This is a group set up by Councillor Sue Moffat and is made up of volunteers who share an ambition to support people who may be stuck as a consequence of Covid-19 Coronavirus. The group will work across postcodes and will also co-operate with other groups who are spontaneously emerging to give support and show solidarity and community spirit in a #LabourOfLove #StayingPositive #Solidarity,network,ST4,https://www.facebook.com/groups/525623121697417/
Coronavirus support network Leicestershire,Coronavirus support network Leicestershire is a group of volunteers supporting local community. organising mutual aid throughout the Covid-19 outbreak in the UK. We focus on providing resources and connecting people to their nearest willing volunteers and those in need.,network,LE1,https://www.facebook.com/groups/812109542643030?ref=bookmarks
Horsham covid-19 mutual aid,Offering support for those who need it in the town of Horsham.,network,RH12,https://www.facebook.com/groups/737218033478014/
Grimsby and Cleethorpes Covid-19 mutual aid,"This is a group for residents of Grimsby, Cleethorpes and surrounding areas looking to help each other out during the Covid-19/coronavirus pandemic.",network,DN31,https://www.facebook.com/groups/3065685103489532/
Rye Mutual Aid Group,"Rye Mutual Aid Group is for people who require assistance and for volunteers who are willing to be called on to assist people during the COVID-19 pandemic. This may involve help with shopping, deliveries, or offering people a friendly ear to chat on the phone",network,TN31,https://www.facebook.com/groups/200634987866771/
Somersham Community Care,Somersham Community Care has been set up in response to the current COVID-19 pandemic. We are working in partnership with Somersham and Pidley Time Bank,network,PE16,https://www.facebook.com/groups/221983115616699/
Claygate/Esher Coronavirus Community Response Group (CCRG),"mutual aid network for Claygate and Esher, UK",network,KT10,https://www.facebook.com/groups/1292783587598198/
Whitworth Covid-19 Community Support,"A group to provide support and assistance for anyone affected by the Covid-19 virus. If you are self isolating, vulnerable or unable to get out, please ask for help.",network,OL12,https://www.facebook.com/groups/309595320001084/
Covid 19 - Mutual Aid Support - Knottingley & Ferrybridge,"Mutual Aid Support Group for the elderly, poorly or infirm quarantined in the Knottingley/Ferrybridge area during the Covid 19 Pandemic. We provide shopping, prescription collection/delivery, phone calls to the lonely & dog walking.",network,WF11,https://www.facebook.com/Covid-19-Mutual-Aid-Support-Group-Knottingley-Ferrybridge-108008874161876/
Leicester Covid-19 Mutual Aid Group,"We will be looking to help people access food, collect prescriptions, complete errands etc.--particularly for those who are elderly, disabled and/or immuno-compromised.",network,LE1,https://www.facebook.com/groups/289960355307518/
COVID-19 Mutual Aid Leicester - Clarendon,"Official CASTLE WARD, Leicester (City Centre, Southfields, Clarendon Park & Blackfriars) Covid-19 Mutual Aid Group helping people in need.",network,LE1,https://www.facebook.com/groups/2513211255610075/
Basingstoke Covid-19 Community Support Group,"A group where people can offer help, or ask for help in dealing with the Covid 19/Coronavirus in Basingstoke.",network,RG21,https://www.facebook.com/groups/192925425468492/
Covid-19 Mutual Aid Lizard Peninsula,"A mutual aid network for Lizard Peninsula, Cornwall, UK",network,TR12,https://www.facebook.com/groups/547565559202460/
Volunteer Cornwall,If you think you could help please get in touch by calling 01872 266988 or email mid@volunteercornwall.org.uk ,network,TR7,https://www.volunteercornwall.org.uk/22-news/392-coronavirus-can-you-help
Henley Covid-19 Mutual Aid Group,"A massive thank you to everyone that has asked to become a member of this group. The ideas is to try and centralise anything to do with 'Coronavirus' within our local community. That might be help, advice, volunteering etc for anyone that needs it over the next couple of months",network,RG9,https://www.facebook.com/groups/193824588573716/
Sowerby Bridge Covid-19 Volunteers,"If anyone is self-isolating and needs any help, or if anyone has some free time to help etc, this would be a good place to do it.",network,HX2,https://www.facebook.com/groups/1353733758351105/
Hebden Royd Covid19 Action Group,this is a group for Hebden Bridge people to offer/ask for practical help for each other during the Covid19 pandemic.,network,HX2,https://www.facebook.com/groups/757359931336975/
Calderdale Covid19 Action Group,Volunteers needed to mind children of healthcare workers and support staff when schools inevitably close.,network,HX2,https://www.facebook.com/groups/635218107261429/
Covid-19 Mutual Aid - Norwich,This group is to organise help and support for the local community residents during the Covid19 crisis. Please feel free to add friends who may be interested in helping or just want to stay informed as to what help is on offer.,network,NR1,https://www.facebook.com/groups/813227462494867/about/
Here to help (Norwich community led support group),A community-led support group to offer emotional support and everyday help during the Covid-19 crisis.,network,NR1,https://www.facebook.com/groups/heretohelpnorwich/
Great Yarmouth Borough Mutual Aid Covid 19,"This is for Great Yarmouth Borough residents looking to help each other during Covid-19. To offer community support to those at risk - help to access food (cooking or going shopping), toiletries, complete errands, have someone to talk to etc - particularly those who are elderly, disabled, immunocompromised, and/or already isolated.",network,NR30,https://www.facebook.com/groups/3541690782572536/about/
Glossop Covid- 19 Mutual Aid,This is a community organising page to support the most vulnerable and isolated in our community during the Covid-19 outbreak.,network,SK13,https://www.facebook.com/groups/559605561317217/
Caterham Emergency Support,"A place to share connect those that need help with those that can help across our community in Caterham, Surrey, UK",network,CR3,https://www.facebook.com/groups/148557723049782/
Saline & Steelend covid19 support,"Saline and Steelend Covid-19 Support group is here for our community to share news, information and offer support during the Covid-19 crisis.",network,KY12 9TF,https://www.facebook.com/groups/137222851029112/
Holme Valley COVID Mutual Aid,"This is a community network set up to respond as needed to the impact of this virus and the actions taken to control it. in Holme Valley, West Yorkshire, UK",network,HX2,https://www.facebook.com/groups/COVID19HolmeValley/
AA Online Intergroup Meetings,"Alcoholics Anonymous is a fellowship of men and women who share their  experience, strength and hope with each other that they may solve their common problem and help others to recover from alcoholism",network,00000,http://aa-intergroup.org/
Substance Abuse and Mental Health,"SAMHSA’s National Helpline is a free, confidential, 24/7, 365-day-a-year treatment referral and information service (in English and Spanish) for individuals and families facing mental and/or substance use disorders.",network,00000,https://www.samhsa.gov/find-help/national-helpline
Mass Resources and Support,This group was created in an effort to link people with available resources within Massachusetts that they may be eligible for but not aware of or may not think they qualify for. ,network,02101,https://www.facebook.com/groups/363506400681835
Mutual Aid Massachusetts,"Mutual Aid Massachusetts (MAM) is a grassroots network devoted to building community through sharing advocacy, donations, food, jobs, knowledge, resources, skills, support, and more. Anyone that lives, works, or spends time in MA can join.",network,02101,https://www.facebook.com/groups/2469822833253818/
Mutual Aid Network - Facebook Group,"We are creating a legal, social and financial framework to help people redesign their work lives, partially by creating more comprehensive and resilient kinds of resource sharing and exchange.",network,00000,https://www.facebook.com/groups/MutualAidNetwork/
Mutual Aid Network - Website,"We are creating a legal, social and financial framework to help people redesign their work lives, partially by creating more comprehensive and resilient kinds of resource sharing and exchange.",network,00000,www.mutualaidnetwork.org
Cambridge in Motion,Cambridge in Motion aims to create an environment that makes it easier for residents and people who work in the city to eat healthy and be physically active. Cambridge in Motion is coordinated by the Cambridge Public Health Department and is part of the statewide Mass in Motion initiative.,network,02114,https://www.cambridgepublichealth.org/lifestyle/Cambridge_in_Motion.php
Cambridge Mutual Aid Network,"In these fast-moving and uncertain times, it’s important that we show up for each other and remember that we are not alone. We are setting this up based on the efforts of Somerville/Medford and Jamaica Plain’s mutual aid groups.",network,02114,http://www.cambridgemutualaid.info
Mutual Aid Cambridge Community,"The purpose of this group is to enable Cambridge, MA, USA residents to request or provide support to their neighbors throughout the COVID19 emergency. Use this group to send out updates and provide resources. Please use the linked Google Form to register support requests and offers. Find us at CambridgeMutualAid.info",network,02114,https://www.facebook.com/groups/140900043949824/
Easthampton Mutual Aid,"This is a group for people to ask for and offer support to others during the COVID-19 outbreak, as well as a space for our community to develop coordinated (and creative!) ways to ensure all our community members are well cared for, emotionally, socially, and physically.",network,01027,https://www.facebook.com/groups/EasthamptonMutualAid/
Greater Boston Mutual Aid & Resources Group,"This group is to share and coordinate resources, requests, and coordinate connections for both critical needs and wellbeing.",network,02101,https://www.facebook.com/groups/591650621562523/
Lincoln-Sudbury Mutual Aid Network,"Welcome to the Lincoln-Sudbury Mutual Aid network! In these fast-moving and uncertain times, it’s important that we show up for each other and remember that we are not alone. Mutual aid is a powerful way to build strong connections - we all have something to offer and we all have something we need. In this group, we'll be posting links to google forms and spreadsheets to help connect those in need with those who can be of some assistance.",network,01776,https://www.facebook.com/groups/lincolnsudburymutualaid/
Lynn Mutual Aid & Disaster Relief,"Mutual aid is a powerful way to build strong connections. We’re rooted in the idea that we all have something to offer and we all have something we need, and we all benefit when we voluntarily exchange resources and support.",network,01901,www.mutualaidlynn.com
Malden Neighbors Helping Neighbors,"We are a group of Malden residents dedicated to assisting our neighbors in the current crisis and beyond. Please fill out our form to let us know how you can help others, and what your needs are. We’re all in this together.",network,02148,https://maldenneighbors.org
Salem:,This page is a centralized directory for key community resources in Salem concerning the coronavirus (COVID-19) crisis.,network,01915,www.salem.com/together
Simmons,This is a mutual-aid network based in Simmons University. The purpose of this group is to coordinate resource distribution during the Covid-19 outbreak.,network,02115,https://www.facebook.com/groups/632370720943672/
Waltham Mutual Aid,We are creating a mutual aid network to help community members in Waltham cope with the effects of the COVID-19 outbreak and social distancing and the likely impending economic recession.,network,02451,https://www.facebook.com/groups/MutualAidWaltham
Mutual Aid Worcester,a place for Worcester folks to identify community need and develop community solutions to respond to those needs.,network,01601,https://www.facebook.com/groups/MutualAidWorcester/
Qunicy Neighbors Mutual Aid,Welcome people who want to help and are in need! Please read the Welcome Page below that explains how to volunteer or receive aid with links to a few forms and lists. Please consider donating to groceries or money to our QNMA fund as we have families in need who are unable to get to food banks.,network,02122,https://www.facebook.com/groups/278475456472523/
Boston Helps,Bostonians are good at coming together in times of need. That’s why we’re launching Boston Helps to solve a few of the local challenges stemming from the coronavirus pandemic.,network,02101,https://www.boston.com/boston-helps?fbclid=IwAR3Y2APPFli3J5H8XVnEcJrtQNdRj_AKN_UK8pjM_KL9Vp1AbPNVOK_LF0o
JP Centre/South Main St COVID-19 Resources,"JP Centre/South Main Streets is a volunteer-driven, 501(c)(3) non-profit organization that seeks to guide the growth of Jamaica Plain’s Centre and South Streets’ business district through the active collaboration of residents, business owners, and others committed to a community-led initiative",network,02130,https://jpcentresouth.com/coronavirus/?fbclid=IwAR25kXh42tbfDTTM5yrLyEtYvKH4GQsHwEKZUiVNY4Py2BqRi7W8jo5Jj2g
Mutual Aid Jamaica Plain & Roxbury,"Welcome to the Mutual Aid Jamaica Plain & Roxbury network! In these fast moving and uncertain times, it’s important that we show up for each other and remember that we are not alone.",network,02130,https://docs.google.com/document/d/1sprOsMLFieTEU6fakfG5mqirp3AUUGKGz6JnDg29n78/edit?fbclid=IwAR1unDoGAZGSYvut1VeMhznecyfspS1twsYcAmbbbdGEQIaB8LivZd22BtE
Ayuda Mutua de Jamaica Plain y Roxbury,"¡Bienvenidas a la red de Ayuda Mutua de Jamaica Plain y Roxbury! En estos tiempos inciertos y acelerados, es importante colaborar con los demás y recordar que no estamos solas. ",network,02130,https://docs.google.com/document/d/1PEzvgJXta3-gxap_HZQhJZUZwYeXL4DeqGGn9xzwXZ0/edit#
Virtual Eating Disorder Support Groups,A collection of online support groups for eating disorder recovery.,network,00000,https://docs.google.com/document/d/11IsP3yKZlUwW_hP4180BFLN8dOFvy6faxiTwCkZ6x4Q/edit?fbclid=IwAR2gfE0E5fdRWaLaKtFQPCndJD3HYar26bRQXDgDAi0EGlgzsy5JXrflapA#
Allston/Brighton Rent Strike,"COVID-19 has adversely affected all of Boston including low-income and working poor residents of Allston/Brighton. If you don’t have the means to pay your rent on April 1st, YOU SHOULDN’T HAVE TO.",action,02134,https://docs.google.com/document/d/1yVsIeitiYW1JyklRsSChMjLejLNzqb5CI_KfX3nttPI/edit?fbclid=IwAR1oUYeVgx3sT1RTORjnR3B6jiQwR77yH73wYk3JV47SNev0QlB6yNcZj8s
LGBTQ Resources: Boston Pride & COVID-19 Updates,"For the Health and Safety of Our Community, Boston Pride 50th Anniversary Celebrations are Postponed til June 2021",network,02101,https://www.bostonpride.org/resources/
COVID-19 Undocu-Worker Relief Aid Pledge Form,"This pledge is an opportunity for those of us who can to commit to redistributing out relief aid ""stimulus checks"" to support undocumented works in our communities. By completing this form, you are agreeing to donate some or all of your Coronavirus Relief Bill (CARES Act) stimulus check to the 413 Undocu-Worker Solidarity Fund.",action,01060,https://docs.google.com/forms/d/e/1FAIpQLSc9QscsBzPykOzDuqyi5jaWnrHlXp9NvmXrpX3MNiHtjB4zow/viewform?fbclid=IwAR0sKtXfeZ76gdyt7U-0PobVCMwtI-oZxguAkfGq3n2F_rLajAqolXndMVI
Petition for Moratorium on Evictions during COVID-19,Massachusetts' Governor Baker has declared a State of Emergency due to COVID-19. We demand an immediate moratorium on all evictions in Massachusetts to protect residents with few resources or safety net and to prevent the escalation of the pandemic.,action,02130,http://www.clvu.org/petition_covid19_eviction_moratorium
Protect those incarcerated during COVID-19,Letter to Governer Baker,action,02101,https://tinyurl.com/COVID19MA
The Network/La Red ,"A survivor led organization working to end partner abuse/domestic violence in LGBQ/T, Poly, and SM communities. Our hotline is available 24/7 for survivors and their loved ones who are supporting them. Our housing program, phone-based support groups, and phone advocacy services all remain open and can be accessed through our hotline. Help available in English and Spanish.",action,00000,http://tnlr.org/en/
Frontlines PPE Pettion,Want to ensure hospital frontline workers are wearing protective gear? Sign this petition,action,00000,https://p2a.co/kWj7kKr?fbclid=IwAR16Jlae0h5zqPcQ-2iqluo3qgBYGwVmomxAMJoP3CQJZKO4IelhlTqtjJg
Letter to New England ICE ,"Sign On Letter to New England ICE/Public Safety Officials From Legal Services/Advocacy Organizations, Immigrant Serving Organizations",action,00000,https://drive.google.com/file/d/1OHB1srHNW-SCstiAI99R-NdUX0Qws_Rj/view
Boston Youth Action Board ,a group of youth and young adults who have experienced homelessness who work directly with the city of boston to help prevent and end youth homelessness.,action,02101,https://www.facebook.com/bostonYAB%20BostonYAB@gmail.com
Rent Suspention Petition,"for Governor Charlie Baker: Suspend Rent, Mortgage, & Utility Payments During the Coronavirus Crisis",action,02101,https://docs.google.com/forms/d/e/1FAIpQLSceQCcii4iVvVy9M_ROakZ0cTi1xrU44tzTEpOqAtvBeXQ4LA/viewform?fbclid=IwAR1kVBJZWaMDpSfAesbkiJdNvLzeieSqATYBh1NxY2aoIUHlspD4rKwdTr4
Child Care Offer - individual,Individual (college student) hoping to help with free childcare should public schools close (or any needs arise). Working from home mulitple days a week. darbettio@gmail.com,offer,00000,
Teacher to Family Connection ,(A group dedicated to connecting families and teachers/care takers during school closings from covid-19),offer,00000,https://www.facebook.com/groups/827398907762478/
MA Mutual Aid,A database of resources and mutual aid projects across Massachusetts,network,02101,http://tinyurl.com/mamutualaid
 Amazing Educational Resources,Education Companies Offering Free Subscriptions due to School Closings (Updated),misc,00000,http://www.amazingeducationalresources.com/
COVID-19 Freelance Artist Resources,"This list is specifically designed to serve freelance artists, and those interested in supporting the independent artist community. This includes, but is not limited to, actors, designers, producers, technicians, stage managers, musicians, composers, choreographers, visual artists, filmmakers, craft artists, teaching artists, dancers, writers & playwrights, photographers, etc.",misc,00000,https://covid19freelanceartistresource.wordpress.com/?fbclid=IwAR1ibm9tInNn0AuiqSET1O1ywmOBZSr92hcS0wVEld1D4Hmoc8WVS4bFVpc
COVID-19 Tips for Small Businesses,jpcentresouth coronavirus/covid-19 tips for small businesses,misc,02130,https://jpcentresouth.com/wp-content/uploads/2020/03/CORONAVIRUS-Tips-for-Businesses.pdf
Free Small Business Advice,Zephyr is offering some free business advice to help small businesses who may be struggling during this time; also offering online professional development opportunities at a large discount,offer,02109,https://www.zephyr.business/
Now Free: Study Hall ,"removing paywalls from their daily digest and weekly opportunities newsletters to help freelancers.""Freelancers operate on razor-thin margins and are going to be hit hard by the coronavirus pandemic. We've decided to making the Study Hall Digest and our weekly opportunities newsletter unpaywalled for the foreseeable future to spread news of paying gigs""",offer,00000,https://www.patreon.com/posts/34939848?fbclid=IwAR1f--SOr9LADWimUKx_QHsXMTOrwpTux6Qdo6TV3vgi5g7CvYq_HCc9Mec
